,title,certification,rating,numStudent,difficulty,link,skills
502,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
503,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
504,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
505,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
506,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
507,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
508,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
509,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
510,American Contract Law I,COURSE,4.9,28k,Beginner,https://www.coursera.org/learn/contracts-1,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
511,Natural Language Processing with Sequence Models,COURSE,4.6,21k,Intermediate,https://www.coursera.org/learn/sequence-models-in-nlp,Word EmbeddingSentiment with Neural NetsSiamese NetworksNatural Language GenerationNamed-Entity Recognition
512,Supply Chain Principles,COURSE,4.6,45k,Mixed,https://www.coursera.org/learn/supply-chain-principles,ProcurementSupply ChainTransporting
513,Kotlin for Java Developers,COURSE,4.7,59k,Intermediate,https://www.coursera.org/learn/kotlin-for-java-developers,ProcurementSupply ChainTransporting
514,Conflict Management,SPECIALIZATION,4.3,79k,Beginner,https://www.coursera.org/specializations/conflict-management,Active ListeningCommunicationManagementCross-Cultural CommunicationAssertivenessCollaboration
515,Habilidades Gerenciales,SPECIALIZATION,4.8,82k,Beginner,https://www.coursera.org/specializations/habilidades,DelegationLeadershipCoachingSupervision
516,EDIVET: Do you have what it takes to be a veterinarian?,COURSE,4.8,44k,Mixed,https://www.coursera.org/learn/becoming-a-veterinarian,AnimalVital SignsVeterinaryMedicine
517,"Excel/VBA for Creative Problem Solving, Part 1",COURSE,4.8,92k,Beginner,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1,Microsoft Excel VbaComputer ProgrammingProblem SolvingDebugging
518,English for Business and Entrepreneurship,COURSE,4.8,280k,Beginner,https://www.coursera.org/learn/business,Business PlanMarket ResearchEnglish LanguageEntrepreneurship
519,"Open Source Software Development, Linux and Git",SPECIALIZATION,4.5,41k,Beginner,https://www.coursera.org/specializations/oss-development-linux-git,Business PlanMarket ResearchEnglish LanguageEntrepreneurship
520,Innovation Management,COURSE,4.7,56k,Beginner,https://www.coursera.org/learn/innovation-management,Social NetworkManagementInnovationInnovation Management
521,Oil & Gas Industry Operations and Markets,COURSE,4.8,83k,Mixed,https://www.coursera.org/learn/oilandgas,EnergyGeologyDirectional DrillingEnhanced Oil Recovery
522,Healthcare Marketplace,SPECIALIZATION,4.5,51k,Beginner,https://www.coursera.org/specializations/healthcare-marketplace,Medical DeviceCost–Benefit AnalysisHealthcare Delivery SystemsEvaluationHealth InsuranceHealthcare ManagementInsuranceHealthcare Marketing
523,What is Compliance?,COURSE,4.8,9.5k,Mixed,https://www.coursera.org/learn/what-is-compliance,Risk ManagementBrand ManagementStrategic PlanningCompliance
524,International Law in Action: the Arbitration of International Disputes,COURSE,4.8,26k,Mixed,https://www.coursera.org/learn/arbitration-international-disputes,Risk ManagementBrand ManagementStrategic PlanningCompliance
525,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,COURSE,4.6,37k,Intermediate,https://www.coursera.org/learn/investment-management,Investment ManagementPortfolio TheoriesFinancial MarketsAsset Management
526,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,COURSE,4.6,26k,Mixed,https://www.coursera.org/learn/elearning,Investment ManagementPortfolio TheoriesFinancial MarketsAsset Management
527,Mathematics for Data Science,SPECIALIZATION,4.4,45k,Beginner,https://www.coursera.org/specializations/mathematics-for-data-science,CalculusProbabilityDiscrete MathematicsLinear Algebra
528,Financial Accounting Fundamentals,COURSE,4.8,92k,Beginner,https://www.coursera.org/learn/uva-darden-financial-accounting,Financial AccountingAccountingFinancial StatementBalance Sheet
529,Industrial Biotechnology,COURSE,4.6,43k,Beginner,https://www.coursera.org/learn/industrial-biotech,Financial AccountingAccountingFinancial StatementBalance Sheet
530,International Business Essentials,SPECIALIZATION,4.6,41k,Intermediate,https://www.coursera.org/specializations/mba,DelegationBusiness PlanPest AnalysisStatistical Hypothesis TestingPersonal BrandingLeadershipManagementManagement StylesChange ManagementCommunication
531,Marketing Digital,COURSE,4.8,110k,Beginner,https://www.coursera.org/learn/estrategia-marketing-digital,Digital MarketingMarketing AnalyticsGoogle AdwordsGoogle AnalyticsMarketing Performance Measurement And Management
532,Python and Statistics for Financial Analysis,COURSE,4.4,74k,Intermediate,https://www.coursera.org/learn/python-statistics-financial-analysis,Statistical AnalysisFinancial AnalysisFinancial Data AnalysisPython ProgrammingData Visualization (DataViz)
533,Natural Language Processing with Attention Models,COURSE,4.4,17k,Intermediate,https://www.coursera.org/learn/attention-models-in-nlp,Reformer ModelsNeural Machine TranslationChatterbotT5+BERT ModelsAttention Models
534,Introduction to Web Development,COURSE,4.7,140k,Beginner,https://www.coursera.org/learn/web-development,Css CodeHtmlJavaScriptCascading Style Sheets (CCS)
535,FinTech Law and Policy,COURSE,4.8,15k,Beginner,https://www.coursera.org/learn/fintechlawandpolicy,Css CodeHtmlJavaScriptCascading Style Sheets (CCS)
536,Introduction to International Criminal Law,COURSE,4.8,120k,Mixed,https://www.coursera.org/learn/international-criminal-law,ProsecutionCriminal JusticeInternational LawLaw
537,Front-End Web UI Frameworks and Tools: Bootstrap 4,COURSE,4.8,180k,Intermediate,https://www.coursera.org/learn/bootstrap-4,Bootstrap (Front-End Framework)Node.JsJquerySASS (Stylesheet Language)
538,Introduction to Corporate Finance,COURSE,4.6,140k,Mixed,https://www.coursera.org/learn/wharton-finance,Discounted Cash FlowDecision-MakingCorporate FinanceCash Flow Analysis
539,Big History: Connecting Knowledge,COURSE,4.8,79k,Mixed,https://www.coursera.org/learn/big-history,Discounted Cash FlowDecision-MakingCorporate FinanceCash Flow Analysis
540,Social Work Practice: Advocating Social Justice and Change,COURSE,4.9,2.8k,Mixed,https://www.coursera.org/learn/social-work-practice-advocating-social-justice-and-change,Discounted Cash FlowDecision-MakingCorporate FinanceCash Flow Analysis
541,Excel Fundamentals for Data Analysis,COURSE,4.7,25k,Intermediate,https://www.coursera.org/learn/excel-data-analysis-fundamentals,Data AnalysisMicrosoft ExcelData Cleansing
542,UX Design Fundamentals,COURSE,4.8,55k,Beginner,https://www.coursera.org/learn/ux-design-fundamentals,Adobe XDAdobe IllustratorInVisionMarvelAdobe Indesign
543,Using Databases with Python,COURSE,4.8,340k,Mixed,https://www.coursera.org/learn/python-databases,Python ProgrammingDatabase (DBMS)SqliteSQL
544,Nutrición y obesidad: control de sobrepeso,COURSE,4.8,150k,Beginner,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,NutritionNull CharacterPhysical ExaminationDiets
545,Spacecraft Dynamics and Control,SPECIALIZATION,4.8,20k,Advanced,https://www.coursera.org/specializations/spacecraft-dynamics-control,kinematicsattitude dynamicskineticscontrol of nonlinear attitudespacecraft motion
546,IBM AI Enterprise Workflow,SPECIALIZATION,4.2,5.9k,Advanced,https://www.coursera.org/specializations/ibm-ai-workflow,Data ScienceInformation EngineeringArtificial Intelligence (AI)Machine LearningPython Programming
547,How Things Work: An Introduction to Physics,COURSE,4.8,200k,Intermediate,https://www.coursera.org/learn/how-things-work,Data ScienceInformation EngineeringArtificial Intelligence (AI)Machine LearningPython Programming
548,Learn to Speak Korean 1,COURSE,4.9,210k,Beginner,https://www.coursera.org/learn/learn-speak-korean1,Data ScienceInformation EngineeringArtificial Intelligence (AI)Machine LearningPython Programming
549,Interviewing and Resume Writing in English,SPECIALIZATION,4.6,88k,Intermediate,https://www.coursera.org/specializations/english-interview-resume,Data ScienceInformation EngineeringArtificial Intelligence (AI)Machine LearningPython Programming
550,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
551,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
552,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
553,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
554,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
555,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
556,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
557,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
558,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
559,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
560,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
561,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
562,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
563,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
564,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
565,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
566,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
567,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
568,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
569,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
570,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
571,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
572,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
573,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
574,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
575,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
576,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
577,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
578,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
579,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
580,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
581,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
582,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
583,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
584,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
585,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
586,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
587,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
588,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
589,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
590,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
591,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
592,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
593,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
594,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
595,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
596,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
597,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
598,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
599,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
600,Renewable Energy and Green Building Entrepreneurship,COURSE,4.7,42k,Beginner,https://www.coursera.org/learn/renewable-energy-entrepreneurship,Business ModelingRenewable EnergyStartup CompanyEntrepreneurship
601,Unity XR: How to Build AR and VR Apps,SPECIALIZATION,4.2,22k,Beginner,https://www.coursera.org/specializations/unity-xr,Augmented RealitySkinputCiscoSmartglasses
602,Rethinking International Tax Law,COURSE,4.8,41k,Mixed,https://www.coursera.org/learn/international-taxation,Tax PlanningInternational TaxationTransfer PricingBase Erosion And Profit Shifting (BEPS)
603,Marketing con Redes Sociales,SPECIALIZATION,4.4,94k,Intermediate,https://www.coursera.org/specializations/marketing-redes-sociales,Social Media MarketingSocial MediaPlanSostacSocial MarketingMarketingSocial NetworkDigital BrandingMarketing Strategy
604,Finanzas corporativas,SPECIALIZATION,4.7,47k,Intermediate,https://www.coursera.org/specializations/finanzascorporativas,Mathematical FinanceCorporate FinanceMicrosoft ExcelFinance
605,Essential Google Cloud Infrastructure: Core Services,COURSE,4.7,93k,Intermediate,https://www.coursera.org/learn/gcp-infrastructure-core-services,DebuggingCloud StorageData StoreGoogle Cloud Platform
606,Financial Acumen for Non-Financial Managers,COURSE,4.5,15k,Beginner,https://www.coursera.org/learn/finance-healthcare-managers,DebuggingCloud StorageData StoreGoogle Cloud Platform
607,Politics and Economics of International Energy,COURSE,4.7,42k,Beginner,https://www.coursera.org/learn/global-energy,DebuggingCloud StorageData StoreGoogle Cloud Platform
608,Information Visualization,SPECIALIZATION,4.5,13k,Beginner,https://www.coursera.org/specializations/information-visualization,Information Visualization (INFOVIS)D3.JsData Visualization (DataViz)
609,Foundational Finance for Strategic Decision Making,SPECIALIZATION,4.7,29k,Beginner,https://www.coursera.org/specializations/foundational-finance,Estimation of RiskFinancial AnalysisUnderstanding Financial LanguageSpreadsheet AnalysisCalculating Cost of CapitalFinancial ForecastDeveloping Financial ModelsCalculating the Internal Rate of Return of a ProjectCalculating Net Present Value of a ProjectPricing StocksTrading in Financial MarketsPricing Bonds
610,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
611,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
612,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
613,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
614,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
615,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
616,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
617,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
618,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
619,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
620,Groundwork for Success in Sales Development,COURSE,4.8,6.1k,Beginner,https://www.coursera.org/learn/sales-success,SalesSales DevelopmentteamworkTime management
