Job ID,Date,Company Name,Post,Location,Description,Level,Type,Function,Industry
2312763515,2020-11-17,Doxim,.Net Implementation Specialist,"Markham, Ontario, Canada","Doxim is the customer communications and engagement technology leader serving financial and regulated industries. Our platform with its suite of integrated, SaaS software and document technology solutions helps clients digitize operations, improve efficiency, and modernize customer experience. With Doxim, clients can communicate reliably and effectively, improve cross-sell and upsell opportunities, and drive increased loyalty and wallet share through personalized omnichannel communications.    The .Net Implementation Specialist will be tasked with deploying and supporting Doxim’s suite of hosted banking front office applications: Doxim Customer Relationship Management (CRM), Doxim Loans Origination System (LOS), and Doxim Account Opening System (AOS). The Implementation Specialist will methodically work with clientele, business analysts, and project teams to integrate and configure our products with the clients banking systems as part of new implementations. The specialist will also be involved in custom development projects of varying sizes and provide level 2 service and support. The successful candidate will demonstrate strong interpersonal skills and the ability to act independently or work among a diverse team of cross-functional members and customers.        Doxim is an Equal Opportunity Employer.",Entry level,Full-time,Information Technology,PrintingComputer SoftwareMachinery
2321109862,2020-11-17,Lumentum Operations,Intermediate Data Analyst-Tableau Developer,"Ottawa, Ontario, Canada","It's fun to work in a company where people truly BELIEVE in what they're doing! We're committed to bringing passion and customer focus to the business.  If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!  Lumentum welcomes and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process.    We are seeking a full-time Data Analyst-Tableau Developer to join our team. In this role, you will directly engage with process engineering and R&D teams to define and guide our data visualization requirements. You will be designing, implementing and maintaining tableau dashboards and data sources, to visualize and analyze large volumes of data, to improve product performance and quality for a broad range of products in our Optical Communications portfolio, including next generation WSS and OCM modules, ROADMs, SDN Whiteboxes and Grayboxes. If so, we want you on our team!",Entry level,Full-time,Information Technology,Industrial AutomationAutomotiveMechanical or Industrial Engineering
2312718954,2020-11-17,Canadian Light Source Inc. / Centre canadien de rayonnement synchrotron,"Senior Analyst, Proposal Development","Saskatoon, Saskatchewan, Canada","Reporting to the CEO, the CLS requires a Senior Analyst in the Executive Support Office to develop the business case and write a national proposal for a 4th generation light source in Canada (CLS2). The incumbent will bring expert level skills in public policy and strategy development, stakeholder engagement, and proposal writing. As a strong project leader, the Senior Analyst is responsible for developing and implementing the methodology for survey development, data collection and analysis, and report preparation by established deadlines.",Associate,Full-time,ManagementManufacturing,Higher EducationResearchBiotechnology
2312708110,2020-11-17,Airswift,Business Analyst (Intermediate),"Calgary, Alberta, Canada","Airswift is seeking a Business Analyst to work on a 6-months contract in Calgary, AB for a major North American energy company. Candidates must have Cybersecurity experience/awareness and experience both gathering/analyzing requirements and building business processes.  The Business Systems Analyst is accountable for documenting and analyzing business system requirements in such a way that the business team members understand and approve them and other project team members can successfully use them to develop the solution; they'll ensure the solution meets the business requirements.",Associate,Contract,Business DevelopmentSales,ConstructionStaffing and RecruitingOil & Energy
2312691498,2020-11-17,CAPRION INTERNATIONAL LTD,Analyste de données - Immunologie,"Montréal-Est, Quebec, Canada","Établi au centre-ville de Montréal, avec des sites en Europe, aux États-Unis et en Chine, Caprion est un chef de file en recherche sous contrat connaissant une forte croissance. Depuis notre fondation en 2000, nous fournissons des services spécialisés d’analyse bioanalytique et de découverte de biomarqueurs, mettant à profit notre expertise de pointe dans les domaines de la protéomique, de la surveillance immunitaire clinique, de l’immunologie et de la bio-informatique. En faisant équipe avec nos scientifiques, nos clients accèdent à une équipe scientifique unique et de calibre international.    L’analyste de données en immunologie occupe différentes fonctions au sein du département d'analyse de données. C’est fonctions incluent l’analyse et la production de rapports concernant les données en cytométrie en flux et de données provenant de d’autres plateformes. Le titulaire du poste se doit de maintenir la documentation en lien avec les différentes études à jour, selon les normes réglementaires tel que GLP/GCLP. Finalement, l’analyste de données relèvera de la directrice adjointe de l’unité d’analyse.",Entry level,Full-time,Information Technology,ResearchBiotechnologyPharmaceuticals
2312683629,2020-11-17,Tundra Technical Solutions,Data Cleansing Lead (contract),"Calgary, Alberta, Canada",Responsibility  Job description: Creation/ Maintain of Job Aid for Junior analyst to identify using D&B Matchbook software to identify the data anomalies across ECC/Oracle Supplier Master records        Job #45660,Associate,Contract,Information Technology,Information Technology and ServicesComputer SoftwareFinancial Services
2312681090,2020-11-17,George Weston Limited,"Senior Analyst, Financial Planning & Reporting","Toronto, Ontario, Canada","The decision to join a company is a big one. We have opportunities for hard working, energetic and reliable people just like you.  The Senior Financial Analyst is an integral role within the Financial Reporting Department which is responsible for the internal and external financial reporting for George Weston Limited.  This includes the preparation of published quarterly and annual financial statements and MD&A as well as financial accounting, periodic management reporting, annual budgets, forecasts and three year plans.",Mid-Senior level,Full-time,Finance,Retail
2312658678,2020-11-17,Aston Carter,AML Data Analyst,"Toronto, Ontario, Canada","Data Analyst Opening  Our client a Big 5 Bank is currently seeking a Data Analyst to join their team on a 1 year contract.  The individuals will be joining the Data team within the bank where they'll be working within various internal databases to ensure that the data information for their clients that are onboarded as well as existing clients is the same. If the data doesn't align between different platforms, it will be the job of the candidates to remediate, or ""cleanse"" the data to ensure it's up to par.  Experience with banking/financial services is essential for success in this role, and capital markets client onboarding experience as well      If you are interested please email rwilliams7@astoncarter.com    Aston Carter, une division d'Aerotek, est un fournisseur d'envergure mondiale de services de recrutement et de dotation de personnel pour les sociétés à la recherche de professionnels du milieu des affaires hautement spécialisés. Aerotek est une société en exploitation d'Allegis Group, un fournisseur multinational de solutions en matière de talent. Aston Carter s'engage fermement à offrir un service de premier ordre aux clients et aux professionnels du milieu des affaires dans un vaste éventail de disciplines, notamment la comptabilité, la finance, la gouvernance ainsi que la gestion du risque et de la conformité. Avec plus de 60 bureaux en Europe, Asie et Amérique du Nord, Aston Carter offre une expertise locale, régionale et mondiale pour répondre aux besoins uniques de ses clients. Reconnu ""best of staffing"" par nos clients et le talent que nous recrutons, Aston Carter s'engage à livrer un service hors pair a tous nos partenaires d'affaire.    Aston Carter is a distinguished global provider of recruitment and staffing services to companies requiring highly specialized business professionals. As a Best of Staffing® Client and Talent leader, Aston Carter has an unrivaled commitment to delivering first class service to clients and business professionals across a variety of disciplines, including Accounting and Finance as well as Governance, Risk and Compliance. With more than 60 offices across Europe, Asia Pacific and North America, Aston Carter provides local, regional and global expertise to drive value and meet our customers' unique needs. Aston Carter is a division of Aerotek. Aerotek is an operating company of Allegis Group, a global talent solutions provider.  The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",Entry level,Full-time,Information Technology,Staffing and RecruitingFinancial ServicesAccounting
2312631730,2020-11-17,Procom,Senior Business Analyst – MS Dynamics AX /365 - Mississauga,"Mississauga, Ontario, Canada","Senior Business Analyst – MS Dynamics AX / 365  Senior Business Analyst – MS Dynamics AX / 365 - On behalf of our client in the Health Sector, Procom is seeking a Senior Business Analyst – MS Dynamics AX       ASAP   Permanent   Remote during COVID, Toronto",Associate,Full-time,Business DevelopmentSales,Information Technology and ServicesComputer SoftwareFinancial Services
2312633028,2020-11-17,Procom,Product Owner - Data Analytics & Reporting Solutions,"Mississauga, Ontario, Canada","Product Owner- Data Analytics & Reporting Solutions  Product Owner- Data Analytics & Reporting Solutions - On behalf of our client in the Healthcare Sector, Procom is seeking a Product Owner- Data Analytics and Reporting Solutions.  –    -         ASAP   4 months to start with   Remote",Director,Full-time,EngineeringInformation Technology,Information Technology and ServicesComputer SoftwareFinancial Services
2312618679,2020-11-17,Our Client,Business Analyst - SaaS product,"Toronto, Ontario, Canada","Job Description  *This role can be fully remote*  We are currently recruiting for a Business Analyst for one of our growing start-up SaaS clients. Are you a natural problem solver? Do you enjoy looking at the data and finding things others cannot? Do you want to work on a medical/pharma product that is already fully funded for its full development cycle? If you want to be part of this successful enterprise, keep reading!  You will have the unique ability and proven history of creating solutions that can be successfully implemented by understanding both the business as well as the market drivers. You will have strong analytical skills and the ability to work with teams across the organization to document product requirements and specifications. You will get deep into the business, defining requirements, write user stories, create business cases, work with cross-functional professionals during all stages of development, and be comfortable doing presentations for senior management.    5+ years of experience  Experience in a start-up culture  Fluency in Russian or Ukrainian in order to liaise effectively with the off-shore dev team.  AWS, Java, REST, Spring  JSON Model",Associate,Full-time,Business DevelopmentSales,Information Technology and ServicesComputer NetworkingTelecommunications
2190083212,2020-11-17,BMO Financial Group,Marketing Insights Analyst,"Toronto, Ontario, Canada","Address  55 Bloor Street West  Job Family Group  Data Analytics & Reporting We are looking for a talented individual to join our team in the position of Marketing Insights Analyst. The primary responsibility is to leverage customer data to deliver recommendations that drive optimal customer journeys and experiences.  The role will sit within the Advanced Analytics & Data Science Team in Marketing Analytics team and support Marketing across BMO FG with proactive, actionable insights for both Retail and Wealth customers. The successful candidate will be able to go beyond analytics/reporting to provide actionable insights and will be involved in all stages of projects from intake, prioritization, tracking, and presentations to stakeholders and senior executives.  The Marketing Analytics Insights Analyst will work with other analytics group within BMO to develop the analytics community, provide thought leadership and set best practices in analytics across BMO.           This job requires the incumbent to interact with the following groups and/or processes in BMO FG and relevant external stakeholders: Managers and Senior Managers within Marketing and in lines of Business, Technology and Operations             Consults on analytical solutions to understand, analyze, and synthesize requirements, goals and objectives relative to data and business intelligence needs and to enable high-quality, fact-based business decisions to drive better business outcomes. Provides advice on the configuration, functionality, applicability, and usability of data management, data analytics, and data visualization technology solutions. Supports the development of the strategy and roadmap for data quality and data analytics, data modeling, reporting, business intelligence, and the design and development of sophisticated decision support tools.      At BMO we are driven by a shared Purpose: Boldly Grow the Good in business and life. It calls on us to create lasting, positive change for our customers, our communities and our people. By working together, innovating and pushing boundaries, we transform lives and businesses, and power economic growth around the world.  As a member of the BMO team you are valued, respected and heard, and you have more ways to grow and make an impact. We strive to help you make an impact from day one – for yourself and our customers. We’ll support you with the tools and resources you need to reach new milestones, as you help our customers reach theirs. From in-depth training and coaching, to manager support and network-building opportunities, we’ll help you gain valuable experience, and broaden your skillset.  To find out more visit us at https://bmocareers.com .  BMO is committed to an inclusive, equitable and accessible workplace. By learning from each other’s differences, we gain strength through our people and our perspectives. Accommodations are available on request for candidates taking part in all aspects of the selection process. To request accommodation, please contact your recruiter.",Not Applicable,Full-time,Other,BankingFinancial Services
2280190736,2020-11-17,Government of Yukon,Records Analyst,"Whitehorse, Yukon Territory, Canada","Job Summary And Requirements  Highways and Public Works  Leaders… Building Foundations Inspiring Innovation Exceeding Expectations    Yukon’s Department of Highways and Public Works provides services and infrastructure that Yukoners need to go about their daily lives with safety, connectivity, and purpose. Things like roads and bridges, buildings and equipment, airports and government services, and information and communications networks. It’s a big department with many tools and hats. Our work is building the foundations that enable you to enjoy a full life in Yukon, one with freedom and opportunity to travel where you need, to do your job without constraints and to connect with the people that matter to you.    The Information and Communications Technology Division of Highways and Public Works supports Yukon government’s evolving use of technology. We take time to understand how our clients do business, so we can help them deliver public services as efficiently as possible. We provide expertise in information management, process design, application architecture, networks, software, and telecommunications. As the central source for collecting and distributing Yukon government data and imagery, we give the public access to government information while protecting the privacy of individuals. We employ business analysts, network architects, technicians, IT & IM specialists, and many other technical and administrative professionals.    The Records Analyst provides expert analysis and advice to the Director, Corporate Information Management and departments on records and information management governance, including advice on how to administer a departmental records and information management program. The Records Analyst fulfills a corporate function and is among the most senior positions within the records and information management field within the Yukon government (YG).  The Records Analyst develops and supports the implementation of government-wide policies, standards and procedures to govern: records and information management; vital records; disaster recovery; litigation readiness; regulatory compliance; and classification of records. This government-wide framework governs records in all formats, including digital formats.  In addition, the Records Analyst provides advisory and educational and awareness services to Government of Yukon departments.      Please do not email resumes to either of these addresses; resumes may only be accepted through E-Recruitment.  If you need technical support submitting your application/resume, E-recruitment.clientsupport@gov.yk.ca or phone 867-667-9453.    Review the essential qualifications below. We will screen your resume based on these qualifications.  If you have these qualifications, ensure you clearly expand upon them (for each applicable employer) in your resume.  Prior to applying, refer to our sample resume to assist you in your application.  Candidates who have education, training, and/or experience equivalent to the essential qualifications listed above may be equally considered.       Learn more about us! Yukon government has been selected as one of Canada’s Top 100 Employers since 2014!  Eligibility List  12 months",Associate,Full-time,Administrative,Government Administration
2188754077,2020-11-17,MUFG Investor Services,Senior Technical Business Analyst,"Mississauga, Ontario, Canada","Position Senior Technical Business Analyst  Department IT  Location Mississauga  Canada  MUFG Fund Services (Canada) Limited      MUFG Investor Services provides asset servicing solutions to the global investment management industry. Leveraging the financial and intellectual capital of MUFG – one of the largest banks in the world with $2.8 trillion in assets – we provide clients access to a range of leading solutions from fund administration, middle-office outsourcing, custody, foreign exchange, trustee services and depository to securities lending and other banking services.  With a diverse and dynamic network of offices across the globe, MUFG Investor Services provides challenging and rewarding careers. We achieve this by offering continuous learning and development, collaborative team work environment, promotion of work-life integration, and exposure to a wide variety of work.  Imagine your future at MUFG Investor Services where you can grow professionally, in a diverse and inclusive workplace that rewards your contribution.    We are seeking an experienced Senior Technical Business Analyst to work with a team of highly skilled developers, project managers and application owners to deliver complex internal system development projects across a number of existing and new applications within our portfolio.  Working with the Application Owner and Business SME’s you will assist with analyzing, understanding and capturing complex Business requirements and translating/documenting them for developers to work from.  This role offers challenges across a wide variety of projects which touch upon all the key areas of the Business.  To apply for this role you must have a proven track record in Business Analysis and a desire to make a tangible difference. You will be joining a large team of diverse skills and experience and the job requires a motivated individual who is experienced in taking responsibility and can independently deliver results on both departmental and business projects.",Associate,Full-time,Business DevelopmentSales,Information Technology and ServicesBankingFinancial Services
2024633446,2020-11-17,MediaMonks,Digital Business Analyst - Platforms for MediaMonks Toronto,"Toronto, Ontario, Canada","Description  About the Role:  MediaMonks is looking for a Digital Business Analyst, Platforms with experience in the digital space. You’ll be the key link between our delivery teams and clients ensuring that their business goals are clearly defined and understood.  For this position, we’ll expect you to be aware of current digital trends and solutions within the digital arena with an understanding of how technology can be best applied to help our customers achieve their business goals.      Join MediaMonks! At MediaMonks, you’ll join a successful and super-fast-moving company on a global mission to become the best (and most humble;-) production partner in any field and market. In addition to an unlimited supply of awesome projects and coworkers, MediaMonks promises a one-of-a-kind company culture, amplified through many parties and prizes. Please be attentive to the requirements for this role and accompany your application with a short cover letter detailing why you’re the right Monk for the job.",Associate,Full-time,Business DevelopmentSales,Marketing and AdvertisingComputer SoftwareInternet
2165228260,2020-11-17,Moody&#39;s Analytics,Business Analyst,"Toronto, Ontario, Canada","Role/Responsibilities  The Role / Responsibilities:  Under general supervision, formulates and defines systems scope and objectives through research and fact-finding, combined with a basic understanding of business systems and Moody’s Analytics requirements. The incumbent will conduct analysis of business and user needs, document requirements, and revise existing logic, as necessary.        In the Learning Solutions group, we elevate the skills of financial services professionals around the world. Our goal is to empower individuals to achieve the highest levels of proficiency, performance, and ethics in order to enhance their career prospects and promote a customer-focused and responsible corporate culture. With a keen focus on the learning experience, we build innovative solutions with engaging content.   19022BR  Moody's Analytics (MA)  Learning Solns, Mktg & Events (LSCME)  Regular  Toronto  Engineering & Technology  Business Analysts    Experienced Hire  Moody's (NYSE: MCO) is a global integrated risk assessment firm that empowers organizations to make better decisions. Our data, analytical solutions and insights help decision-makers identify opportunities and manage the risks of doing business with others. We believe that greater transparency, more informed decisions, and fair access to information open the door to shared progress. With over 11,000 employees in more than 40 countries, Moody's combines international presence with local expertise and over a century of experience in financial markets. Learn more at moodys.com .  Moody’s Analytics provides financial intelligence and analytical tools supporting our clients’ growth, efficiency and risk management objectives. The combination of our unparalleled expertise in risk, expansive information resources, and innovative application of technology, helps today’s business leaders confidently navigate an evolving marketplace.  Moody’s is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, place of origin, disability, marital or familial status, sexual orientation, gender expression, gender identity or any other characteristic protected by law. We encourage applications from Aboriginal persons, members of a visible minority group, persons with a disability, members of the LGBTQ+ community, and women. Moody’s is committed to maintaining an inclusive, diverse and accessible workplace. To this end, reasonable accommodations are available on request, and will take into account the particular accommodation needs of individual candidates. If you are selected and require accommodation during any stage of the recruitment process, you may send your request to AODA@moodys.com . Information provided during the accommodation process will be treated as confidential, and will be shared only to the extent required to properly evaluate accommodation requests.  Candidates for Moody's Corporation may be asked to disclose securities holdings pursuant to Moody’s Policy for Securities Trading and the requirements of the position. Employment is contingent upon compliance with the Policy, including remediation of positions in those holdings as necessary.",Not Applicable,Full-time,Business DevelopmentSales,Financial Services
2190754464,2020-11-17,SolarWinds,Sales Business Analyst,"Ottawa, Ontario, Canada","Overview  SolarWinds MSP is the world’s largest SaaS based ITSM software developer. Focused on the real-world needs of IT professionals, SolarWinds products are downloadable, easy to use and maintain, and provide the power, scale, and flexibility needed to manage today’s complex IT environments.  The successful candidate will excel in data analysis and identify/facilitate change to achieve predictability, efficiency and high performance across the International Sales Team. This is an engaging and hands-on role that requires an individual who is capable of functioning and excelling at both a strategic and data-heavy position.       INSWI",Not Applicable,Full-time,Business DevelopmentSales,Computer Software
2211467011,2020-11-17,Cornerstone OnDemand,"Senior Business Analyst (Ottawa, Canada)","Ottawa, Ontario, Canada","We're looking for a Senior Business Analyst (Ottawa, Canada) As a Senior Business Analyst you will communicate, interact and influence across all levels of the business and technology teams and will identify technical solutions to solve business problems effectively while optimizing business processes. The ideal candidate will conceptualize business needs and write requirements and solutions from both the technical and business points of view.            Our mission is to empower people, businesses and communities. A culture created less by what we do and more by who we are. When people are asked to describe the team, the answer is always the same: smart, cool, dependable, and visionary. We're always on the lookout for new, curious and capable people who can help us achieve our goal. So if you want to work for a friendly, global and innovative company, we'd love to meet you!    Cornerstone is a premier people development company. We believe people can achieve anything when they have the right development and growth opportunities. We offer organizations the technology, content, expertise and specialized focus to help them realize the potential of their people. Featuring comprehensive recruiting, personalized learning, modern training content, development-driven performance management and holistic employee data management and insights, Cornerstone’s people development solutions are successfully used by more than 75 million people in 180+ countries and in nearly 50 languages.  Cornerstone takes special care to ensure the security and privacy of the data of its users.  Check us out on Linkedin , Comparably , Glassdoor , and Facebook !  Equal Employment Opportunity has been, and will continue to be, a fundamental commitment at Cornerstone OnDemand. All qualified applicants are given consideration regardless of race, religion, color, gender, sex, age, sexual orientation, gender identity, national origin, marital status, citizenship status, disability, veteran status, or any other protected class as provided in applicable Federal, State, or Local fair employment laws. If you have a disability or special need that requires accommodation, please contact us at careers@csod.com .",Associate,Full-time,Business DevelopmentSales,Computer SoftwareHuman ResourcesInformation Technology and Services
2280184833,2020-11-17,Morgan Stanley,"Analyste quantitatif, analyse de données 3157309","Montreal, Quebec, Canada","Profil de l'entreprise  Morgan Stanley, chef de file mondial des services financiers, offre un large éventail de services bancaires d’investissement, d’opérations sur titres, de gestion de placements et de gestion de patrimoine. Les employés de la Société servent des clients du monde entier, notamment des entreprises, des gouvernements et des personnes à partir de plus de 1 200 bureaux dans 43 pays.  Le talent et l’enthousiasme de notre personnel sont vitaux pour un chef de file comme nous. Nous avons en commun un ensemble de valeurs caractérisées par l’intégrité, le souci de l’excellence et la rigueur des règles d’éthique appliquées par nos équipes. Morgan Stanley peut offrir un environnement supérieur pour bâtir une carrière professionnelle : un milieu où il est possible d’apprendre, d’accomplir et de progresser. L’équilibre entre le style de vie, les objectifs et les besoins de chacun est une philosophie au cœur de sa culture.  Contentieux et conformité  Le service du contentieux et de la conformité aide Morgan Stanley à atteindre ses objectifs commerciaux conformément aux valeurs fondamentales de la Société et aux principes de gestion des risques mondiaux en s’occupant de la gestion des risques relatifs aux affaires juridiques et réglementaires et des risques relatifs aux franchisés, en plus d’en assurer la surveillance.    Profil du service  Les professionnels du service du contentieux et de la conformité (SCC) fournissent un large éventail de services à nos unités d’exploitation. Ils peuvent aider à structurer une opération transfrontalière complexe et délicate, donner des conseils sur le lancement d’un nouveau produit, élaborer un programme de formation ou atténuer un différend avec un investisseur. Ils préservent la réputation d’intégrité inestimable de la Société et la protègent contre les sanctions au moyen de politiques et de procédures qui respectent les exigences réglementaires partout dans le monde. Ils s’efforcent également d’entretenir des relations de coopération avec les responsables des politiques gouvernementales et les organismes de réglementation et d’autoréglementation qui régissent les activités de la Société.  L’analyse de données est une fonction du service du contentieux et de la conformité responsable de la conception et de l’optimisation de modèles, d’approches et d’outils de surveillance à l’aide de techniques analytiques avancées comme l’apprentissage automatique (AA) supervisé et non supervisé, le traitement automatique du langage naturel (TLN) et de techniques en constante évolution comme l’apprentissage par renforcement et l’apprentissage profond ainsi que l’analyse de graphiques. Les outils, notamment ceux de surveillance, aident à détecter les comportements suspects et illégaux comme le blanchiment d’argent, la manipulation du marché, les délits d’initiés, les ventes ou pratiques commerciales déloyales et autres crimes financiers.  Principales responsabilités  – Travailler avec les membres des services des crimes financiers, de la conformité, du contentieux et des TI pour déceler, évaluer et gérer les risques en évaluant de vastes ensembles de données à l’aide de divers outils statistiques. – Formuler des recommandations pour améliorer les activités de contrôle et de test de la surveillance et de la conformité par l’élaboration de nouveaux modèles de risques, l’analyse statistique des seuils des modèles, les tests rétrospectifs et autres analyses de sensibilité et de performance. – Développer et améliorer les méthodologies statistiques et les modèles quantitatifs pour favoriser l’efficacité. – Appuyer les évaluations périodiques des risques par l’analyse d’éléments de données liés à des indicateurs potentiels de risque relatif au client, au produit ou à la région géographique et le repérage de nouveaux facteurs quantitatifs pouvant être intégrés dans le processus d’évaluation des risques. – Aider à la création d’indicateurs clés de risque et de performance à l’appui du programme de surveillance, de contrôle et de test.  Compétences requises  Compétences souhaitées  Connaissance du français et de l’anglais sont requis.  Morgan Stanley est un employeur offrant l’égalité professionnelle. Nous travaillons pour offrir un environnement de travail accueillant et favorable dans lequel toutes les personnes peuvent réaliser leur plein potentiel.  Dans ce document, l’emploi du masculin n’a d’autres fins que celle d’alléger le texte. Toutes personnes intéressées par ce poste sont invitées à soumettre leur candidature.  Le centre de technologie de Montréal en vedette : https://www.youtube.com/watch?v=QBZ3q5epTIM    21 sept. 2020    Americas-Canada-Quebec-Montreal    Autre    Temps plein",Associate,Full-time,FinanceSales,Information Technology and ServicesComputer SoftwareFinancial Services
2312403610,2020-11-17,Caprion Biosciences Inc.,Analyste de données - Immunologie,"Montréal-Ouest, Quebec, Canada","Établi au centre-ville de Montréal, avec des sites en Europe, aux États-Unis et en Chine, Caprion est un chef de file en recherche sous contrat connaissant une forte croissance. Depuis notre fondation en 2000, nous fournissons des services spécialisés d’analyse bioanalytique et de découverte de biomarqueurs, mettant à profit notre expertise de pointe dans les domaines de la protéomique, de la surveillance immunitaire clinique, de l’immunologie et de la bio-informatique. En faisant équipe avec nos scientifiques, nos clients accèdent à une équipe scientifique unique et de calibre international.    L’analyste de données en immunologie occupe différentes fonctions au sein du département d'analyse de données. C’est fonctions incluent l’analyse et la production de rapports concernant les données en cytométrie en flux et de données provenant de d’autres plateformes. Le titulaire du poste se doit de maintenir la documentation en lien avec les différentes études à jour, selon les normes réglementaires tel que GLP/GCLP. Finalement, l’analyste de données relèvera de la directrice adjointe de l’unité d’analyse.           Powered by JazzHR",Entry level,Full-time,Information Technology,ResearchBiotechnologyPharmaceuticals
2312364887,2020-11-17,BDC,"SENIOR ANALYST/ANALYST, OPERATIONS SUPPORT – GROWTH & TRANSITION CAPITAL – 12-18 month contract ","Montreal, Quebec, Canada","No Other Bank Is Doing What We Do.  At BDC, we’re devoted to Canadian entrepreneurs. We’re also dedicated to our employees. Adaptable. Inspiring. Different. There’s a reason we like to work here and we think you’ll like it too.    The Analyst, Operations support, Growth & Transition Capital, prepares financial information analyses and reports, as well as focuses on improving business processes and procedures. The incumbent is also responsible for proposing solutions for improving operational processes, tools, analytical models, databases, etc.        At BDC, we value diversity in our workforce and encourage all qualified candidates to apply. We appreciate all responses and advise that only those candidates selected for an interview will be contacted.",Entry level,Full-time,Information Technology,Information Technology and ServicesBankingFinancial Services
2312370073,2020-11-17,BDC,"SENIOR ANALYST, INVESTMENT VALUATION AND ACCOUNTING ","Montreal, Quebec, Canada","No Other Bank Is Doing What We Do.  At BDC, we’re devoted to Canadian entrepreneurs. We’re also dedicated to our employees. Adaptable. Inspiring. Different. There’s a reason we like to work here and we think you’ll like it too.    The Senior Analyst, Investment Valuation and Accounting is responsible for the fair value of the BDC Capital investment portfolio for the purpose of financial reporting with focus on the indirect portfolio. Additionally, support for the accounting and financial reporting of the investment group including direct investments and various partnerships/funds, ensuring that all financial reporting is in accordance with IFRS.        At BDC, we value diversity in our workforce and encourage all qualified candidates to apply. We appreciate all responses and advise that only those candidates selected for an interview will be contacted.",Associate,Full-time,FinanceSales,Information Technology and ServicesBankingFinancial Services
2312323310,2020-11-17,The Co-operators,Business Systems Analyst,"Kitchener, Ontario, Canada","Position Overview  Number of Positions: 1  Language: This role operates in English.    A Sr. Business Systems Analyst will be considered depending on the knowledge and experience of the candidate. This position will support the Agile team.  Our Information Technology team aspires to be a leader in applying technology to power business strategies. We connect concepts with solutions to create value and efficiencies for our clients, employees, and communities. Our success is driven by our skilled and diverse team who are passionate about excellence, innovation, and agility. As the Business Systems Analyst you will liaise between the team and business stakeholders for functionality enhancements and new developments. You will be a part of an exciting team responsible for translating concepts and requirements into client focused and effective system-based solutions. You will participate in moderately complex and diverse initiatives, formulating and defining system scope and objectives based on both user needs and an understanding of the applicable business applications.                                          Click 'apply now' to submit your current resume and cover letter. Tell us a bit about yourself, your professional experience and how you think you can make a difference at The Co-operators. We look forward to learning more about you and we welcome you to follow us on LinkedIn and Twitter . #BETTERCAREER  The Co-operators values a diverse, equitable, and inclusive work environment, and we're committed to meeting the needs of persons with disabilities during the recruitment process. If you are contacted for an interview and require an accommodation, please contact the hiring manager.",Associate,Full-time,Information Technology,Information Technology and ServicesInsuranceFinancial Services
2312316861,2020-11-17,The Co-operators,Sr Business Systems Analyst,"Burlington, Ontario, Canada","Position Overview  Number of Positions: 1  Language: This role operates in English.    This is a 12 month contract position.  As the Senior Business Systems Analyst you will liaise between the team and business stakeholders for functionality enhancements and new developments. You will be a part of an exciting team responsible for translating concepts and requirements into client focused and effective system-based solutions. You will contribute to complex and diverse initiatives through formulating and defining system scope and objectives based on both user needs and a comprehensive understanding of the applicable business applications.                                           Click 'apply now' to submit your current resume and cover letter. Tell us a bit about yourself, your professional experience and how you think you can make a difference at The Co-operators. We look forward to learning more about you and we welcome you to follow us on LinkedIn and Twitter . #BETTERCAREER  The Co-operators values a diverse, equitable, and inclusive work environment, and we're committed to meeting the needs of persons with disabilities during the recruitment process. If you are contacted for an interview and require an accommodation, please contact the hiring manager.",Associate,Full-time,Business DevelopmentSales,Information Technology and ServicesInsuranceFinancial Services
2285246249,2020-11-17,RBC,"Manager, Audit Data Analytics","Toronto, Ontario, Canada","What is the Opportunity?  As a Manager, Audit Data Analytics, you will analyze, design and implement data analytics solutions using RBC’s enterprise suite of analytics tools. Assist with the development and execution of data analytics and reporting implementation within the internal audit function in support of becoming an insight driven organization. Work with structured and unstructured data to further enable a risk-based audit approach and help identify impacts to the organization’s internal control environment leveraging automated and self-served capabilities.               We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients thrive and communities prosper. We care about each other, reaching our potential, making a difference to our communities, and achieving success that is mutual.   **Please note this is a 12 months contract mat leave position**   Stay in-the-know about great career opportunities at RBC. Sign up and get customized info on our latest jobs, career tips and Recruitment events that matter to you.  Expand your limits and create a new future together at RBC. Find out how we use our passion and drive to enhance the well-being of our clients and communities at jobs.rbc.com    Toronto 3rd Flr, 20 KING STREET WEST 37.5 Office Contract Experienced Hire/Professional Hourly 0 N/A No 11/30/2020 Internal Audit Services 292444",Not Applicable,Contract,Accounting/AuditingFinance,BankingFinancial Services
